Year,Period ID,Period,Area,Adjusted,Unemployment
"2017","09","Sep","Tyler MSA","Adj","3,959"
"2016","01","Jan","Tyler MSA","Adj","4,305"
"2016","02","Feb","Tyler MSA","Adj","4,258"
"2016","03","Mar","Tyler MSA","Adj","4,577"
"2016","04","Apr","Tyler MSA","Adj","4,735"
"2016","05","May","Tyler MSA","Adj","4,606"
"2016","06","Jun","Tyler MSA","Adj","4,620"
"2016","07","Jul","Tyler MSA","Adj","4,732"
"2016","08","Aug","Tyler MSA","Adj","5,009"
"2016","09","Sep","Tyler MSA","Adj","5,082"
"2016","10","Oct","Tyler MSA","Adj","4,734"
"2016","11","Nov","Tyler MSA","Adj","4,501"
"2016","12","Dec","Tyler MSA","Adj","4,763"
"2015","01","Jan","Tyler MSA","Adj","4,537"
"2015","02","Feb","Tyler MSA","Adj","4,558"
"2015","03","Mar","Tyler MSA","Adj","4,638"
"2015","04","Apr","Tyler MSA","Adj","4,732"
"2015","05","May","Tyler MSA","Adj","4,726"
"2015","06","Jun","Tyler MSA","Adj","4,662"
"2015","07","Jul","Tyler MSA","Adj","4,647"
"2015","08","Aug","Tyler MSA","Adj","4,622"
"2015","09","Sep","Tyler MSA","Adj","4,601"
"2015","10","Oct","Tyler MSA","Adj","4,622"
"2015","11","Nov","Tyler MSA","Adj","4,678"
"2015","12","Dec","Tyler MSA","Adj","4,749"
"2014","01","Jan","Tyler MSA","Adj","5,992"
"2014","02","Feb","Tyler MSA","Adj","5,986"
"2014","03","Mar","Tyler MSA","Adj","5,848"
"2014","04","Apr","Tyler MSA","Adj","5,624"
"2014","05","May","Tyler MSA","Adj","5,465"
"2014","06","Jun","Tyler MSA","Adj","5,345"
"2014","07","Jul","Tyler MSA","Adj","5,237"
"2014","08","Aug","Tyler MSA","Adj","5,139"
"2014","09","Sep","Tyler MSA","Adj","5,032"
"2014","10","Oct","Tyler MSA","Adj","4,897"
"2014","11","Nov","Tyler MSA","Adj","4,733"
"2014","12","Dec","Tyler MSA","Adj","4,593"
"2013","01","Jan","Tyler MSA","Adj","6,936"
"2013","02","Feb","Tyler MSA","Adj","6,798"
"2013","03","Mar","Tyler MSA","Adj","6,686"
"2013","04","Apr","Tyler MSA","Adj","6,681"
"2013","05","May","Tyler MSA","Adj","6,707"
"2013","06","Jun","Tyler MSA","Adj","6,683"
"2013","07","Jul","Tyler MSA","Adj","6,652"
"2013","08","Aug","Tyler MSA","Adj","6,706"
"2013","09","Sep","Tyler MSA","Adj","6,679"
"2013","10","Oct","Tyler MSA","Adj","6,484"
"2013","11","Nov","Tyler MSA","Adj","6,250"
"2013","12","Dec","Tyler MSA","Adj","6,060"
"2012","01","Jan","Tyler MSA","Adj","7,532"
"2012","02","Feb","Tyler MSA","Adj","7,423"
"2012","03","Mar","Tyler MSA","Adj","7,326"
"2012","04","Apr","Tyler MSA","Adj","7,248"
"2012","05","May","Tyler MSA","Adj","7,266"
"2012","06","Jun","Tyler MSA","Adj","7,283"
"2012","07","Jul","Tyler MSA","Adj","7,234"
"2012","08","Aug","Tyler MSA","Adj","7,109"
"2012","09","Sep","Tyler MSA","Adj","6,955"
"2012","10","Oct","Tyler MSA","Adj","6,874"
"2012","11","Nov","Tyler MSA","Adj","6,863"
"2012","12","Dec","Tyler MSA","Adj","6,923"
"2011","01","Jan","Tyler MSA","Adj","7,940"
"2011","02","Feb","Tyler MSA","Adj","7,821"
"2011","03","Mar","Tyler MSA","Adj","7,765"
"2011","04","Apr","Tyler MSA","Adj","7,733"
"2011","05","May","Tyler MSA","Adj","7,750"
"2011","06","Jun","Tyler MSA","Adj","7,818"
"2011","07","Jul","Tyler MSA","Adj","7,899"
"2011","08","Aug","Tyler MSA","Adj","8,013"
"2011","09","Sep","Tyler MSA","Adj","8,194"
"2011","10","Oct","Tyler MSA","Adj","8,343"
"2011","11","Nov","Tyler MSA","Adj","8,198"
"2011","12","Dec","Tyler MSA","Adj","7,811"
"2010","01","Jan","Tyler MSA","Adj","8,361"
"2010","02","Feb","Tyler MSA","Adj","8,312"
"2010","03","Mar","Tyler MSA","Adj","8,209"
"2010","04","Apr","Tyler MSA","Adj","8,106"
"2010","05","May","Tyler MSA","Adj","7,979"
"2010","06","Jun","Tyler MSA","Adj","7,865"
"2010","07","Jul","Tyler MSA","Adj","7,813"
"2010","08","Aug","Tyler MSA","Adj","7,796"
"2010","09","Sep","Tyler MSA","Adj","7,802"
"2010","10","Oct","Tyler MSA","Adj","7,914"
"2010","11","Nov","Tyler MSA","Adj","8,071"
"2010","12","Dec","Tyler MSA","Adj","8,075"
"2009","01","Jan","Tyler MSA","Adj","5,975"
"2009","02","Feb","Tyler MSA","Adj","6,333"
"2009","03","Mar","Tyler MSA","Adj","6,546"
"2009","04","Apr","Tyler MSA","Adj","6,643"
"2009","05","May","Tyler MSA","Adj","7,934"
"2009","06","Jun","Tyler MSA","Adj","8,105"
"2009","07","Jul","Tyler MSA","Adj","8,173"
"2009","08","Aug","Tyler MSA","Adj","8,200"
"2009","09","Sep","Tyler MSA","Adj","8,272"
"2009","10","Oct","Tyler MSA","Adj","8,237"
"2009","11","Nov","Tyler MSA","Adj","8,194"
"2009","12","Dec","Tyler MSA","Adj","8,282"
"2008","01","Jan","Tyler MSA","Adj","4,296"
"2008","02","Feb","Tyler MSA","Adj","4,295"
"2008","03","Mar","Tyler MSA","Adj","4,340"
"2008","04","Apr","Tyler MSA","Adj","4,391"
"2008","05","May","Tyler MSA","Adj","4,471"
"2008","06","Jun","Tyler MSA","Adj","4,573"
"2008","07","Jul","Tyler MSA","Adj","4,696"
"2008","08","Aug","Tyler MSA","Adj","4,777"
"2008","09","Sep","Tyler MSA","Adj","4,801"
"2008","10","Oct","Tyler MSA","Adj","4,862"
"2008","11","Nov","Tyler MSA","Adj","5,067"
"2008","12","Dec","Tyler MSA","Adj","5,490"
"2007","01","Jan","Tyler MSA","Adj","4,177"
"2007","02","Feb","Tyler MSA","Adj","4,116"
"2007","03","Mar","Tyler MSA","Adj","4,034"
"2007","04","Apr","Tyler MSA","Adj","3,984"
"2007","05","May","Tyler MSA","Adj","3,940"
"2007","06","Jun","Tyler MSA","Adj","3,888"
"2007","07","Jul","Tyler MSA","Adj","3,870"
"2007","08","Aug","Tyler MSA","Adj","3,892"
"2007","09","Sep","Tyler MSA","Adj","3,950"
"2007","10","Oct","Tyler MSA","Adj","3,994"
"2007","11","Nov","Tyler MSA","Adj","4,092"
"2007","12","Dec","Tyler MSA","Adj","4,249"
"2006","01","Jan","Tyler MSA","Adj","4,345"
"2006","02","Feb","Tyler MSA","Adj","4,396"
"2006","03","Mar","Tyler MSA","Adj","4,474"
"2006","04","Apr","Tyler MSA","Adj","4,509"
"2006","05","May","Tyler MSA","Adj","4,500"
"2006","06","Jun","Tyler MSA","Adj","4,424"
"2006","07","Jul","Tyler MSA","Adj","4,352"
"2006","08","Aug","Tyler MSA","Adj","4,357"
"2006","09","Sep","Tyler MSA","Adj","4,362"
"2006","10","Oct","Tyler MSA","Adj","4,335"
"2006","11","Nov","Tyler MSA","Adj","4,321"
"2006","12","Dec","Tyler MSA","Adj","4,255"
"2005","01","Jan","Tyler MSA","Adj","5,022"
"2005","02","Feb","Tyler MSA","Adj","4,927"
"2005","03","Mar","Tyler MSA","Adj","4,859"
"2005","04","Apr","Tyler MSA","Adj","4,881"
"2005","05","May","Tyler MSA","Adj","4,876"
"2005","06","Jun","Tyler MSA","Adj","4,878"
"2005","07","Jul","Tyler MSA","Adj","4,919"
"2005","08","Aug","Tyler MSA","Adj","4,824"
"2005","09","Sep","Tyler MSA","Adj","4,705"
"2005","10","Oct","Tyler MSA","Adj","4,651"
"2005","11","Nov","Tyler MSA","Adj","4,577"
"2005","12","Dec","Tyler MSA","Adj","4,440"
"2004","01","Jan","Tyler MSA","Adj","5,191"
"2004","02","Feb","Tyler MSA","Adj","5,149"
"2004","03","Mar","Tyler MSA","Adj","5,156"
"2004","04","Apr","Tyler MSA","Adj","5,081"
"2004","05","May","Tyler MSA","Adj","4,948"
"2004","06","Jun","Tyler MSA","Adj","4,931"
"2004","07","Jul","Tyler MSA","Adj","4,938"
"2004","08","Aug","Tyler MSA","Adj","4,829"
"2004","09","Sep","Tyler MSA","Adj","4,774"
"2004","10","Oct","Tyler MSA","Adj","4,823"
"2004","11","Nov","Tyler MSA","Adj","4,906"
"2004","12","Dec","Tyler MSA","Adj","5,016"
"2003","01","Jan","Tyler MSA","Adj","5,221"
"2003","02","Feb","Tyler MSA","Adj","5,267"
"2003","03","Mar","Tyler MSA","Adj","5,347"
"2003","04","Apr","Tyler MSA","Adj","5,492"
"2003","05","May","Tyler MSA","Adj","5,661"
"2003","06","Jun","Tyler MSA","Adj","5,770"
"2003","07","Jul","Tyler MSA","Adj","5,706"
"2003","08","Aug","Tyler MSA","Adj","5,525"
"2003","09","Sep","Tyler MSA","Adj","5,390"
"2003","10","Oct","Tyler MSA","Adj","5,419"
"2003","11","Nov","Tyler MSA","Adj","5,467"
"2003","12","Dec","Tyler MSA","Adj","5,339"
"2002","01","Jan","Tyler MSA","Adj","5,083"
"2002","02","Feb","Tyler MSA","Adj","4,983"
"2002","03","Mar","Tyler MSA","Adj","4,969"
"2002","04","Apr","Tyler MSA","Adj","5,027"
"2002","05","May","Tyler MSA","Adj","5,050"
"2002","06","Jun","Tyler MSA","Adj","5,020"
"2002","07","Jul","Tyler MSA","Adj","4,981"
"2002","08","Aug","Tyler MSA","Adj","4,987"
"2002","09","Sep","Tyler MSA","Adj","5,001"
"2002","10","Oct","Tyler MSA","Adj","5,047"
"2002","11","Nov","Tyler MSA","Adj","5,132"
"2002","12","Dec","Tyler MSA","Adj","5,182"
"2001","01","Jan","Tyler MSA","Adj","3,493"
"2001","02","Feb","Tyler MSA","Adj","3,576"
"2001","03","Mar","Tyler MSA","Adj","3,710"
"2001","04","Apr","Tyler MSA","Adj","3,816"
"2001","05","May","Tyler MSA","Adj","3,864"
"2001","06","Jun","Tyler MSA","Adj","3,921"
"2001","07","Jul","Tyler MSA","Adj","4,076"
"2001","08","Aug","Tyler MSA","Adj","4,317"
"2001","09","Sep","Tyler MSA","Adj","4,474"
"2001","10","Oct","Tyler MSA","Adj","5,474"
"2001","11","Nov","Tyler MSA","Adj","5,220"
"2001","12","Dec","Tyler MSA","Adj","5,136"
"2000","01","Jan","Tyler MSA","Adj","3,751"
"2000","02","Feb","Tyler MSA","Adj","3,820"
"2000","03","Mar","Tyler MSA","Adj","3,801"
"2000","04","Apr","Tyler MSA","Adj","3,721"
"2000","05","May","Tyler MSA","Adj","3,674"
"2000","06","Jun","Tyler MSA","Adj","3,603"
"2000","07","Jul","Tyler MSA","Adj","3,552"
"2000","08","Aug","Tyler MSA","Adj","3,618"
"2000","09","Sep","Tyler MSA","Adj","3,688"
"2000","10","Oct","Tyler MSA","Adj","3,646"
"2000","11","Nov","Tyler MSA","Adj","3,540"
"2000","12","Dec","Tyler MSA","Adj","3,475"
"1999","01","Jan","Tyler MSA","Adj","3,919"
"1999","02","Feb","Tyler MSA","Adj","3,914"
"1999","03","Mar","Tyler MSA","Adj","3,891"
"1999","04","Apr","Tyler MSA","Adj","3,860"
"1999","05","May","Tyler MSA","Adj","3,840"
"1999","06","Jun","Tyler MSA","Adj","3,820"
"1999","07","Jul","Tyler MSA","Adj","3,775"
"1999","08","Aug","Tyler MSA","Adj","3,735"
"1999","09","Sep","Tyler MSA","Adj","3,751"
"1999","10","Oct","Tyler MSA","Adj","3,802"
"1999","11","Nov","Tyler MSA","Adj","4,012"
"1999","12","Dec","Tyler MSA","Adj","4,350"
"1998","01","Jan","Tyler MSA","Adj","4,991"
"1998","02","Feb","Tyler MSA","Adj","4,859"
"1998","03","Mar","Tyler MSA","Adj","4,712"
"1998","04","Apr","Tyler MSA","Adj","4,609"
"1998","05","May","Tyler MSA","Adj","4,660"
"1998","06","Jun","Tyler MSA","Adj","4,768"
"1998","07","Jul","Tyler MSA","Adj","4,790"
"1998","08","Aug","Tyler MSA","Adj","4,729"
"1998","09","Sep","Tyler MSA","Adj","4,630"
"1998","10","Oct","Tyler MSA","Adj","4,480"
"1998","11","Nov","Tyler MSA","Adj","4,249"
"1998","12","Dec","Tyler MSA","Adj","4,021"
"1997","01","Jan","Tyler MSA","Adj","5,386"
"1997","02","Feb","Tyler MSA","Adj","5,475"
"1997","03","Mar","Tyler MSA","Adj","5,373"
"1997","04","Apr","Tyler MSA","Adj","5,154"
"1997","05","May","Tyler MSA","Adj","5,042"
"1997","06","Jun","Tyler MSA","Adj","5,102"
"1997","07","Jul","Tyler MSA","Adj","5,279"
"1997","08","Aug","Tyler MSA","Adj","5,401"
"1997","09","Sep","Tyler MSA","Adj","5,357"
"1997","10","Oct","Tyler MSA","Adj","5,213"
"1997","11","Nov","Tyler MSA","Adj","5,103"
"1997","12","Dec","Tyler MSA","Adj","5,068"
"1996","01","Jan","Tyler MSA","Adj","5,210"
"1996","02","Feb","Tyler MSA","Adj","5,405"
"1996","03","Mar","Tyler MSA","Adj","5,786"
"1996","04","Apr","Tyler MSA","Adj","6,050"
"1996","05","May","Tyler MSA","Adj","6,028"
"1996","06","Jun","Tyler MSA","Adj","5,907"
"1996","07","Jul","Tyler MSA","Adj","5,825"
"1996","08","Aug","Tyler MSA","Adj","5,712"
"1996","09","Sep","Tyler MSA","Adj","5,514"
"1996","10","Oct","Tyler MSA","Adj","5,333"
"1996","11","Nov","Tyler MSA","Adj","5,281"
"1996","12","Dec","Tyler MSA","Adj","5,305"
"1995","01","Jan","Tyler MSA","Adj","4,158"
"1995","02","Feb","Tyler MSA","Adj","4,080"
"1995","03","Mar","Tyler MSA","Adj","4,137"
"1995","04","Apr","Tyler MSA","Adj","4,323"
"1995","05","May","Tyler MSA","Adj","4,411"
"1995","06","Jun","Tyler MSA","Adj","4,447"
"1995","07","Jul","Tyler MSA","Adj","4,588"
"1995","08","Aug","Tyler MSA","Adj","4,901"
"1995","09","Sep","Tyler MSA","Adj","5,331"
"1995","10","Oct","Tyler MSA","Adj","5,532"
"1995","11","Nov","Tyler MSA","Adj","5,392"
"1995","12","Dec","Tyler MSA","Adj","5,223"
"1994","01","Jan","Tyler MSA","Adj","5,203"
"1994","02","Feb","Tyler MSA","Adj","5,143"
"1994","03","Mar","Tyler MSA","Adj","5,008"
"1994","04","Apr","Tyler MSA","Adj","4,746"
"1994","05","May","Tyler MSA","Adj","4,651"
"1994","06","Jun","Tyler MSA","Adj","4,746"
"1994","07","Jul","Tyler MSA","Adj","4,697"
"1994","08","Aug","Tyler MSA","Adj","4,502"
"1994","09","Sep","Tyler MSA","Adj","4,330"
"1994","10","Oct","Tyler MSA","Adj","4,297"
"1994","11","Nov","Tyler MSA","Adj","4,280"
"1994","12","Dec","Tyler MSA","Adj","4,218"
"1993","01","Jan","Tyler MSA","Adj","6,035"
"1993","02","Feb","Tyler MSA","Adj","6,021"
"1993","03","Mar","Tyler MSA","Adj","5,847"
"1993","04","Apr","Tyler MSA","Adj","5,745"
"1993","05","May","Tyler MSA","Adj","5,753"
"1993","06","Jun","Tyler MSA","Adj","5,798"
"1993","07","Jul","Tyler MSA","Adj","5,763"
"1993","08","Aug","Tyler MSA","Adj","5,561"
"1993","09","Sep","Tyler MSA","Adj","5,496"
"1993","10","Oct","Tyler MSA","Adj","5,645"
"1993","11","Nov","Tyler MSA","Adj","5,579"
"1993","12","Dec","Tyler MSA","Adj","5,336"
"1992","01","Jan","Tyler MSA","Adj","5,673"
"1992","02","Feb","Tyler MSA","Adj","5,574"
"1992","03","Mar","Tyler MSA","Adj","5,468"
"1992","04","Apr","Tyler MSA","Adj","5,463"
"1992","05","May","Tyler MSA","Adj","5,551"
"1992","06","Jun","Tyler MSA","Adj","5,541"
"1992","07","Jul","Tyler MSA","Adj","5,469"
"1992","08","Aug","Tyler MSA","Adj","5,488"
"1992","09","Sep","Tyler MSA","Adj","5,538"
"1992","10","Oct","Tyler MSA","Adj","5,641"
"1992","11","Nov","Tyler MSA","Adj","5,791"
"1992","12","Dec","Tyler MSA","Adj","5,909"
"1991","01","Jan","Tyler MSA","Adj","5,059"
"1991","02","Feb","Tyler MSA","Adj","5,149"
"1991","03","Mar","Tyler MSA","Adj","5,272"
"1991","04","Apr","Tyler MSA","Adj","5,416"
"1991","05","May","Tyler MSA","Adj","5,413"
"1991","06","Jun","Tyler MSA","Adj","5,247"
"1991","07","Jul","Tyler MSA","Adj","5,101"
"1991","08","Aug","Tyler MSA","Adj","5,034"
"1991","09","Sep","Tyler MSA","Adj","5,033"
"1991","10","Oct","Tyler MSA","Adj","5,120"
"1991","11","Nov","Tyler MSA","Adj","5,368"
"1991","12","Dec","Tyler MSA","Adj","5,631"
"1990","01","Jan","Tyler MSA","Adj","4,307"
"1990","02","Feb","Tyler MSA","Adj","4,367"
"1990","03","Mar","Tyler MSA","Adj","4,501"
"1990","04","Apr","Tyler MSA","Adj","4,657"
"1990","05","May","Tyler MSA","Adj","4,693"
"1990","06","Jun","Tyler MSA","Adj","4,654"
"1990","07","Jul","Tyler MSA","Adj","4,738"
"1990","08","Aug","Tyler MSA","Adj","4,961"
"1990","09","Sep","Tyler MSA","Adj","5,069"
"1990","10","Oct","Tyler MSA","Adj","5,023"
"1990","11","Nov","Tyler MSA","Adj","5,028"
"1990","12","Dec","Tyler MSA","Adj","5,038"
"2017","01","Jan","Victoria MSA","Adj","2,727"
"2017","02","Feb","Victoria MSA","Adj","2,809"
"2017","03","Mar","Victoria MSA","Adj","2,721"
"2017","04","Apr","Victoria MSA","Adj","2,601"
"2017","05","May","Victoria MSA","Adj","2,381"
"2017","06","Jun","Victoria MSA","Adj","2,188"
"2017","07","Jul","Victoria MSA","Adj","2,013"
"2017","08","Aug","Victoria MSA","Adj","2,120"
"2017","09","Sep","Victoria MSA","Adj","2,143"
"2016","01","Jan","Victoria MSA","Adj","2,146"
"2016","02","Feb","Victoria MSA","Adj","2,163"
"2016","03","Mar","Victoria MSA","Adj","2,398"
"2016","04","Apr","Victoria MSA","Adj","2,569"
"2016","05","May","Victoria MSA","Adj","2,503"
"2016","06","Jun","Victoria MSA","Adj","2,513"
"2016","07","Jul","Victoria MSA","Adj","2,605"
"2016","08","Aug","Victoria MSA","Adj","2,765"
"2016","09","Sep","Victoria MSA","Adj","2,806"
"2016","10","Oct","Victoria MSA","Adj","2,616"
"2016","11","Nov","Victoria MSA","Adj","2,518"
"2016","12","Dec","Victoria MSA","Adj","2,642"
"2015","01","Jan","Victoria MSA","Adj","1,827"
"2015","02","Feb","Victoria MSA","Adj","1,873"
"2015","03","Mar","Victoria MSA","Adj","1,933"
"2015","04","Apr","Victoria MSA","Adj","2,003"
"2015","05","May","Victoria MSA","Adj","2,042"
"2015","06","Jun","Victoria MSA","Adj","2,042"
"2015","07","Jul","Victoria MSA","Adj","2,052"
"2015","08","Aug","Victoria MSA","Adj","2,088"
"2015","09","Sep","Victoria MSA","Adj","2,159"
"2015","10","Oct","Victoria MSA","Adj","2,228"
"2015","11","Nov","Victoria MSA","Adj","2,244"
"2015","12","Dec","Victoria MSA","Adj","2,239"
"2014","01","Jan","Victoria MSA","Adj","2,288"
"2014","02","Feb","Victoria MSA","Adj","2,278"
"2014","03","Mar","Victoria MSA","Adj","2,230"
"2014","04","Apr","Victoria MSA","Adj","2,147"
"2014","05","May","Victoria MSA","Adj","2,109"
"2014","06","Jun","Victoria MSA","Adj","2,088"
"2014","07","Jul","Victoria MSA","Adj","2,083"
"2014","08","Aug","Victoria MSA","Adj","2,063"
"2014","09","Sep","Victoria MSA","Adj","1,984"
"2014","10","Oct","Victoria MSA","Adj","1,905"
"2014","11","Nov","Victoria MSA","Adj","1,851"
"2014","12","Dec","Victoria MSA","Adj","1,816"
"2013","01","Jan","Victoria MSA","Adj","2,810"
"2013","02","Feb","Victoria MSA","Adj","2,723"
"2013","03","Mar","Victoria MSA","Adj","2,660"
"2013","04","Apr","Victoria MSA","Adj","2,679"
"2013","05","May","Victoria MSA","Adj","2,713"
"2013","06","Jun","Victoria MSA","Adj","2,701"
"2013","07","Jul","Victoria MSA","Adj","2,627"
"2013","08","Aug","Victoria MSA","Adj","2,558"
"2013","09","Sep","Victoria MSA","Adj","2,537"
"2013","10","Oct","Victoria MSA","Adj","2,506"
"2013","11","Nov","Victoria MSA","Adj","2,433"
"2013","12","Dec","Victoria MSA","Adj","2,346"
"2012","01","Jan","Victoria MSA","Adj","2,867"
"2012","02","Feb","Victoria MSA","Adj","2,795"
"2012","03","Mar","Victoria MSA","Adj","2,737"
"2012","04","Apr","Victoria MSA","Adj","2,703"
"2012","05","May","Victoria MSA","Adj","2,704"
"2012","06","Jun","Victoria MSA","Adj","2,730"
"2012","07","Jul","Victoria MSA","Adj","2,722"
"2012","08","Aug","Victoria MSA","Adj","2,645"
"2012","09","Sep","Victoria MSA","Adj","2,581"
"2012","10","Oct","Victoria MSA","Adj","2,614"
"2012","11","Nov","Victoria MSA","Adj","2,702"
"2012","12","Dec","Victoria MSA","Adj","2,792"
"2011","01","Jan","Victoria MSA","Adj","3,343"
"2011","02","Feb","Victoria MSA","Adj","3,306"
"2011","03","Mar","Victoria MSA","Adj","3,269"
"2011","04","Apr","Victoria MSA","Adj","3,229"
"2011","05","May","Victoria MSA","Adj","3,214"
"2011","06","Jun","Victoria MSA","Adj","3,220"
"2011","07","Jul","Victoria MSA","Adj","3,191"
"2011","08","Aug","Victoria MSA","Adj","3,159"
"2011","09","Sep","Victoria MSA","Adj","3,137"
"2011","10","Oct","Victoria MSA","Adj","3,054"
"2011","11","Nov","Victoria MSA","Adj","2,966"
"2011","12","Dec","Victoria MSA","Adj","2,924"
"2010","01","Jan","Victoria MSA","Adj","3,774"
"2010","02","Feb","Victoria MSA","Adj","3,802"
"2010","03","Mar","Victoria MSA","Adj","3,777"
"2010","04","Apr","Victoria MSA","Adj","3,670"
"2010","05","May","Victoria MSA","Adj","3,533"
"2010","06","Jun","Victoria MSA","Adj","3,454"
"2010","07","Jul","Victoria MSA","Adj","3,450"
"2010","08","Aug","Victoria MSA","Adj","3,440"
"2010","09","Sep","Victoria MSA","Adj","3,415"
"2010","10","Oct","Victoria MSA","Adj","3,432"
"2010","11","Nov","Victoria MSA","Adj","3,445"
"2010","12","Dec","Victoria MSA","Adj","3,400"
"2009","01","Jan","Victoria MSA","Adj","2,471"
"2009","02","Feb","Victoria MSA","Adj","2,656"
"2009","03","Mar","Victoria MSA","Adj","2,798"
"2009","04","Apr","Victoria MSA","Adj","2,885"
"2009","05","May","Victoria MSA","Adj","3,448"
"2009","06","Jun","Victoria MSA","Adj","3,585"
"2009","07","Jul","Victoria MSA","Adj","3,689"
"2009","08","Aug","Victoria MSA","Adj","3,753"
"2009","09","Sep","Victoria MSA","Adj","3,807"
"2009","10","Oct","Victoria MSA","Adj","3,798"
"2009","11","Nov","Victoria MSA","Adj","3,752"
"2009","12","Dec","Victoria MSA","Adj","3,746"
"2008","01","Jan","Victoria MSA","Adj","1,656"
"2008","02","Feb","Victoria MSA","Adj","1,594"
"2008","03","Mar","Victoria MSA","Adj","1,591"
"2008","04","Apr","Victoria MSA","Adj","1,638"
"2008","05","May","Victoria MSA","Adj","1,713"
"2008","06","Jun","Victoria MSA","Adj","1,769"
"2008","07","Jul","Victoria MSA","Adj","1,832"
"2008","08","Aug","Victoria MSA","Adj","1,899"
"2008","09","Sep","Victoria MSA","Adj","1,948"
"2008","10","Oct","Victoria MSA","Adj","2,017"
"2008","11","Nov","Victoria MSA","Adj","2,121"
"2008","12","Dec","Victoria MSA","Adj","2,277"
"2007","01","Jan","Victoria MSA","Adj","1,729"
"2007","02","Feb","Victoria MSA","Adj","1,687"
"2007","03","Mar","Victoria MSA","Adj","1,630"
"2007","04","Apr","Victoria MSA","Adj","1,621"
"2007","05","May","Victoria MSA","Adj","1,607"
"2007","06","Jun","Victoria MSA","Adj","1,579"
"2007","07","Jul","Victoria MSA","Adj","1,570"
"2007","08","Aug","Victoria MSA","Adj","1,604"
"2007","09","Sep","Victoria MSA","Adj","1,665"
"2007","10","Oct","Victoria MSA","Adj","1,685"
"2007","11","Nov","Victoria MSA","Adj","1,697"
"2007","12","Dec","Victoria MSA","Adj","1,710"
"2006","01","Jan","Victoria MSA","Adj","2,041"
"2006","02","Feb","Victoria MSA","Adj","2,042"
"2006","03","Mar","Victoria MSA","Adj","2,068"
"2006","04","Apr","Victoria MSA","Adj","2,068"
"2006","05","May","Victoria MSA","Adj","2,037"
"2006","06","Jun","Victoria MSA","Adj","1,989"
"2006","07","Jul","Victoria MSA","Adj","1,951"
"2006","08","Aug","Victoria MSA","Adj","1,899"
"2006","09","Sep","Victoria MSA","Adj","1,836"
"2006","10","Oct","Victoria MSA","Adj","1,793"
"2006","11","Nov","Victoria MSA","Adj","1,767"
"2006","12","Dec","Victoria MSA","Adj","1,741"
"2005","01","Jan","Victoria MSA","Adj","2,345"
"2005","02","Feb","Victoria MSA","Adj","2,288"
"2005","03","Mar","Victoria MSA","Adj","2,221"
"2005","04","Apr","Victoria MSA","Adj","2,172"
"2005","05","May","Victoria MSA","Adj","2,135"
"2005","06","Jun","Victoria MSA","Adj","2,094"
"2005","07","Jul","Victoria MSA","Adj","2,092"
"2005","08","Aug","Victoria MSA","Adj","2,094"
"2005","09","Sep","Victoria MSA","Adj","2,060"
"2005","10","Oct","Victoria MSA","Adj","2,059"
"2005","11","Nov","Victoria MSA","Adj","2,114"
"2005","12","Dec","Victoria MSA","Adj","2,104"
"2004","01","Jan","Victoria MSA","Adj","2,511"
"2004","02","Feb","Victoria MSA","Adj","2,495"
"2004","03","Mar","Victoria MSA","Adj","2,486"
"2004","04","Apr","Victoria MSA","Adj","2,459"
"2004","05","May","Victoria MSA","Adj","2,408"
"2004","06","Jun","Victoria MSA","Adj","2,367"
"2004","07","Jul","Victoria MSA","Adj","2,358"
"2004","08","Aug","Victoria MSA","Adj","2,370"
"2004","09","Sep","Victoria MSA","Adj","2,395"
"2004","10","Oct","Victoria MSA","Adj","2,437"
"2004","11","Nov","Victoria MSA","Adj","2,458"
"2004","12","Dec","Victoria MSA","Adj","2,413"
"2003","01","Jan","Victoria MSA","Adj","2,701"
"2003","02","Feb","Victoria MSA","Adj","2,733"
"2003","03","Mar","Victoria MSA","Adj","2,752"
"2003","04","Apr","Victoria MSA","Adj","2,786"
"2003","05","May","Victoria MSA","Adj","2,799"
"2003","06","Jun","Victoria MSA","Adj","2,770"
"2003","07","Jul","Victoria MSA","Adj","2,699"
"2003","08","Aug","Victoria MSA","Adj","2,667"
"2003","09","Sep","Victoria MSA","Adj","2,670"
"2003","10","Oct","Victoria MSA","Adj","2,632"
"2003","11","Nov","Victoria MSA","Adj","2,561"
"2003","12","Dec","Victoria MSA","Adj","2,519"
"2002","01","Jan","Victoria MSA","Adj","2,390"
"2002","02","Feb","Victoria MSA","Adj","2,422"
"2002","03","Mar","Victoria MSA","Adj","2,504"
"2002","04","Apr","Victoria MSA","Adj","2,591"
"2002","05","May","Victoria MSA","Adj","2,635"
"2002","06","Jun","Victoria MSA","Adj","2,687"
"2002","07","Jul","Victoria MSA","Adj","2,695"
"2002","08","Aug","Victoria MSA","Adj","2,654"
"2002","09","Sep","Victoria MSA","Adj","2,633"
"2002","10","Oct","Victoria MSA","Adj","2,631"
"2002","11","Nov","Victoria MSA","Adj","2,629"
"2002","12","Dec","Victoria MSA","Adj","2,646"
"2001","01","Jan","Victoria MSA","Adj","1,646"
"2001","02","Feb","Victoria MSA","Adj","1,693"
"2001","03","Mar","Victoria MSA","Adj","1,775"
"2001","04","Apr","Victoria MSA","Adj","1,835"
"2001","05","May","Victoria MSA","Adj","1,857"
"2001","06","Jun","Victoria MSA","Adj","1,887"
